1512658854.000000, 1512658854.000000, 1512658854.000000
32.000000, 32.000000, 32.000000
-66,3,-2
-65,3,-1
-65,3,-1
-66,3,-1
-67,3,-1
-66,3,-1
-65,3,0
-66,3,0
-66,3,0
-66,3,0
-65,3,1
-67,3,0
-66,3,0
-66,3,1
-65,3,1
-66,3,1
-66,4,2
-67,3,1
-66,4,2
-65,3,3
-67,3,2
-66,3,2
-66,3,2
-65,4,2
-67,3,2
-66,3,2
-66,3,3
-66,3,3
-66,3,3
-65,3,4
-66,3,4
-67,3,3
-66,3,4
-65,3,5
-65,3,5
-67,3,4
-65,4,5
-66,3,7
-66,4,8
-65,4,7
-65,4,8
-66,4,7
-66,4,6
-66,4,6
-66,4,5
-67,3,5
-66,4,6
-66,4,6
-66,4,6
-66,4,6
-64,3,6
-65,2,5
-65,3,5
-65,3,5
-64,3,5
-63,3,3
-67,2,-4
-69,2,-7
-68,1,-11
-67,1,-11
-65,1,-12
-65,1,-11
-64,1,-9
-65,1,-7
-64,1,-6
-65,2,-8
-65,2,-9
-66,1,-11
-65,0,-12
-64,-1,-14
-64,-2,-15
-63,-2,-17
-63,-2,-17
-62,-2,-17
-62,-2,-17
-63,-2,-17
-63,-2,-17
-64,-1,-15
-65,-1,-14
-64,0,-13
-64,0,-12
-64,0,-12
-64,0,-13
-64,0,-13
-66,0,-14
-66,0,-14
-63,0,-12
-64,0,-12
-65,0,-12
-66,0,-12
-63,1,-10
-64,0,-10
-65,0,-10
-64,0,-10
-66,0,-9
-66,0,-9
-66,0,-9
-66,0,-9
-65,1,-6
-65,1,-5
-65,1,-4
-65,1,-2
-64,1,-2
-66,1,-3
-66,2,-2
-66,1,-2
-65,1,-2
-67,1,-2
-67,1,-2
-65,1,0
-66,1,0
-65,2,1
-66,2,1
-67,1,1
-68,1,1
-66,2,2
-65,2,3
-67,2,3
-67,1,3
-64,1,4
-65,1,4
-67,1,4
-66,2,5
-64,1,5
-66,1,4
-67,2,4
-66,2,5
-66,2,5
-65,2,6
-66,2,6
-66,2,6
-66,2,6
-66,2,6
-66,2,6
-66,2,6
-65,2,7
-66,1,7
-66,2,7
-66,2,7
-66,2,7
-66,2,8
-66,2,9
-66,1,8
-66,1,8
-65,1,9
-66,2,9
-63,1,10
-62,-1,10
-63,-1,10
-65,0,10
-66,1,9
-66,2,9
-66,2,9
-66,2,9
-65,2,10
-65,2,10
-64,2,10
-65,2,10
-67,3,10
-67,3,10
-66,4,10
-66,4,10
-66,3,10
-65,3,10
-65,3,11
-66,3,11
-65,3,11
-65,2,11
-66,3,11
-66,3,12
-65,3,12
-64,4,13
-65,3,12
-65,3,13
-66,3,13
-65,4,14
-64,4,13
-65,3,14
-65,3,13
-63,3,14
-66,4,14
-65,4,15
-64,4,15
-65,4,15
-63,3,16
-64,3,15
-65,4,15
-65,4,16
-64,3,15
-64,3,15
-64,3,14
-64,3,14
-64,3,14
-64,3,14
-65,3,14
-65,3,14
-64,4,15
-64,3,14
-64,2,15
-64,3,15
-64,3,15
-65,3,14
-65,3,14
-65,3,15
-65,3,15
-64,3,15
-65,3,15
-65,3,15
-64,3,15
-64,3,15
-64,2,14
-63,2,15
-64,3,15
-64,3,15
-64,3,15
-65,3,15
-65,3,15
-65,3,15
-66,2,15
-68,2,14
-72,2,14
-70,3,17
-58,2,25
-53,1,30
-46,3,39
-45,3,42
-42,4,48
-40,4,50
-37,3,54
-39,3,52
-38,3,52
-36,3,51
-35,3,53
-33,3,54
-33,3,55
-34,2,55
-34,2,55
-34,3,55
-33,3,55
-32,4,55
-32,4,56
-33,4,55
-34,3,56
-34,3,55
-34,3,54
-35,3,54
-33,3,55
-33,3,55
-33,3,55
-34,4,55
-32,4,55
-33,4,55
-33,4,55
-34,4,55
-33,4,55
-34,4,55
-34,4,55
-33,4,55
-33,4,56
-32,4,55
-31,4,55
-32,4,55
-35,4,55
-38,3,53
-39,3,53
-37,4,53
-37,3,53
-40,3,51
-40,3,50
-43,2,48
-44,2,47
-45,1,47
-48,1,45
-49,0,44
-49,1,43
-49,0,42
-50,1,41
-54,0,38
-55,-1,36
-56,-1,34
-58,-2,31
-58,-2,30
-60,-2,26
-61,-2,25
-61,-3,22
-62,-3,21
-63,-4,19
-63,-4,19
-64,-3,17
-66,-4,16
-64,-3,17
-62,-3,17
-64,-3,17
-66,-3,17
-65,-3,18
-61,-3,19
-63,-3,19
-64,-3,19
-65,-3,19
-62,-3,19
-63,-3,19
-64,-3,19
-62,-3,19
-63,-3,19
-64,-3,19
-63,-3,20
-64,-3,20
-63,-2,20
-63,-3,21
-63,-3,21
-61,-3,20
-60,-3,22
-61,-5,21
-61,-4,21
-62,-4,22
-62,-3,22
-64,-3,22
-64,-2,22
-61,-3,23
-60,-4,23
-60,-4,23
