1555736782.000000, 1555736782.000000, 1555736782.000000
32.000000, 32.000000, 32.000000
-36,25,51
-43,27,48
-45,27,48
-38,27,48
-26,18,52
-26,18,49
-11,17,53
-18,23,59
-15,12,52
-25,29,56
-24,22,54
-20,19,54
-21,25,58
-15,18,60
-3,28,64
-4,11,45
-1,31,63
-13,22,58
-10,28,58
-13,29,56
-12,26,61
2,24,53
1,33,59
6,22,55
14,15,60
11,28,55
17,26,58
13,20,57
11,25,54
12,31,54
12,25,57
18,26,57
14,31,51
14,38,59
11,31,56
-4,42,52
-2,32,55
-3,27,52
-4,39,50
64,-2,51
14,79,55
-3,36,45
5,49,38
4,27,31
8,42,35
20,36,33
26,39,26
23,36,26
26,39,27
23,51,18
49,42,31
44,47,29
46,45,29
43,47,26
50,46,25
50,42,27
44,46,28
39,45,29
40,46,31
38,44,31
41,43,30
33,43,29
27,49,28
27,45,12
30,47,34
26,53,32
40,45,29
27,49,17
31,48,21
33,49,19
33,49,18
32,47,14
32,48,12
39,48,17
41,49,16
37,47,23
49,49,15
48,50,16
46,51,18
44,50,17
44,47,18
43,38,22
42,42,15
44,43,17
45,42,22
41,40,18
47,42,16
19,63,11
47,48,20
36,47,9
22,47,11
42,54,25
48,34,10
36,55,8
58,40,11
48,39,3
48,39,-3
50,41,-2
45,46,-4
50,45,-2
49,42,-8
48,42,-10
47,39,-17
55,43,-13
48,39,-14
48,40,-18
47,40,-15
48,46,-1
47,40,-10
43,36,-19
38,45,-4
51,33,-21
47,45,-8
42,41,-13
48,43,-13
41,40,-5
52,43,-8
52,43,-2
47,36,-5
57,43,1
47,35,-4
55,38,5
58,39,3
47,39,3
69,20,-9
50,14,-5
47,56,18
42,53,25
49,23,21
67,28,50
55,33,41
13,72,47
25,47,45
21,15,35
3,18,35
-24,18,40
-28,17,44
-28,14,48
-37,12,49
-43,6,50
-73,4,48
-68,1,52
-50,-5,55
-36,-9,48
11,-26,34
52,-16,34
88,-9,58
16,-17,51
-84,-32,49
-104,-34,29
-68,-53,0
0,-46,18
88,-26,65
-27,-14,65
-51,-21,51
-48,-42,31
-46,-30,35
-33,-33,58
-53,-27,59
-60,-33,36
-55,-31,25
-24,-34,47
-29,-3,58
-50,-11,29
-43,-53,14
-50,-13,26
-53,-24,36
-39,-31,43
-22,-28,48
-41,-34,43
-65,-22,38
-46,-38,32
-37,-37,33
-42,-27,38
-37,-35,36
-36,-29,36
-36,-31,38
-37,-30,37
-36,-32,36
-38,-32,40
-38,-37,41
-30,-36,46
-35,-29,42
-41,-14,47
-64,-13,44
-4,-56,31
-42,-1,49
-51,-9,57
-56,-21,45
-45,-34,37
-16,-7,57
-42,-8,43
-20,-12,58
-24,-19,51
-21,-25,50
-21,-22,56
-18,-17,50
-18,-22,57
-18,-26,61
-17,-23,56
-19,-21,54
-20,-21,55
-14,-23,58
-20,-20,58
-7,-17,55
2,-15,62
-2,1,63
2,-8,52
18,-1,62
27,-3,72
19,7,71
11,2,67
6,0,64
6,-2,61
1,-1,63
0,0,63
-1,-1,63
4,-4,64
-3,0,62
-7,0,61
-4,-5,60
6,0,64
5,6,63
9,-3,62
12,0,66
18,0,65
19,3,66
16,3,65
12,4,65
12,-7,67
7,-9,59
-17,-10,60
-86,-63,22
-3,-28,23
50,18,76
20,-34,48
34,9,59
37,6,58
53,4,48
55,17,41
60,33,20
65,40,12
55,59,8
57,55,2
48,57,0
33,52,3
34,52,3
29,49,3
30,48,8
35,45,9
40,47,11
40,45,10
38,46,10
37,49,8
38,48,12
32,49,11
35,49,8
35,49,9
38,50,10
36,51,8
38,50,9
39,50,8
36,50,9
37,50,9
37,50,8
36,50,9
35,49,8
36,51,12
37,50,12
40,49,18
37,48,17
34,48,11
35,48,9
38,49,8
