1511879850.000000, IBI
66.643676,0.703157
67.331207,0.687531
68.003113,0.671906
68.706270,0.703157
69.440679,0.734409
70.081333,0.640654
70.675110,0.593777
71.300139,0.625029
71.909542,0.609403
72.565822,0.656280
79.753651,0.671906
80.472434,0.718783
81.081836,0.609403
81.722491,0.640654
82.363145,0.640654
83.097554,0.734409
83.878839,0.781286
94.176186,0.671906
94.801214,0.625029
95.426243,0.625029
109.411258,0.656280
110.036287,0.625029
110.786321,0.750034
111.598858,0.812537
112.348893,0.750034
121.458685,0.906291
122.130590,0.671906
125.693254,0.765660
126.287031,0.593777
126.974562,0.687531
127.755848,0.781286
128.490257,0.734409
129.162162,0.671906
129.787191,0.625029
130.412220,0.625029
131.240382,0.828163
132.084171,0.843789
132.756077,0.671906
133.412357,0.656280
134.209268,0.796911
135.068683,0.859414
140.022034,0.625029
140.772069,0.750034
141.693986,0.921917
142.506523,0.812537
143.319060,0.812537
143.975340,0.656280
144.709749,0.734409
145.506660,0.796911
146.272321,0.765660
146.881723,0.609403
147.569255,0.687531
148.288038,0.718783
149.178704,0.890666
149.834984,0.656280
150.506889,0.671906
151.210047,0.703157
151.991332,0.781286
152.647612,0.656280
153.397647,0.750034
154.272687,0.875040
159.179161,0.609403
159.897944,0.718783
160.632353,0.734409
161.554270,0.921917
164.788793,0.703157
168.117070,0.640654
168.710848,0.593777
169.445256,0.734409
170.226542,0.781286
170.914073,0.687531
171.617231,0.703157
172.179756,0.562526
172.867288,0.687531
173.523568,0.656280
174.164222,0.640654
213.759785,0.687531
214.431690,0.671906
218.869394,0.671906
219.525674,0.656280
220.103825,0.578151
220.697602,0.593777
221.275754,0.578151
240.823524,0.656280
241.667312,0.843789
242.354844,0.687531
242.964247,0.609403
243.698655,0.734409
244.354935,0.656280
245.011215,0.656280
245.714372,0.703157
246.308150,0.593777
246.995681,0.687531
269.824851,0.734409
270.481131,0.656280
271.121785,0.640654
271.809317,0.687531
287.669418,0.625029
288.310072,0.640654
289.013229,0.703157
289.607007,0.593777
290.216409,0.609403
290.950818,0.734409
294.841621,0.703157
295.607281,0.765660
296.326064,0.718783
299.498084,0.625029
300.044984,0.546900
300.670013,0.625029
301.373170,0.703157
302.045076,0.671906
302.685730,0.640654
303.263882,0.578151
303.857659,0.593777
304.513939,0.656280
305.154593,0.640654
305.826499,0.671906
306.592159,0.765660
346.109593,0.843789
346.734622,0.625029
347.344024,0.609403
347.984679,0.640654
348.656585,0.671906
349.437870,0.781286
350.047273,0.609403
417.550363,1.015671
418.472280,0.921917
419.784840,1.312560
470.537163,0.515649
471.240321,0.703157
471.755969,0.515649
472.318495,0.562526
472.896646,0.578151
473.506049,0.609403
474.162329,0.656280
474.834235,0.671906
475.521767,0.687531
476.193672,0.671906
476.803075,0.609403
477.490607,0.687531
478.193764,0.703157
478.834418,0.640654
479.553201,0.718783
480.146978,0.593777
480.756381,0.609403
481.459538,0.703157
482.115819,0.656280
482.881479,0.765660
483.615887,0.734409
484.256541,0.640654
484.944073,0.687531
485.647230,0.703157
486.287884,0.640654
